1
82
         ,     CH01,     CH02,     CH03,     CH04,     CH05,     CH06,     CH07,     CH08,     CH09,     CH10,     CH11,     CH12,     CH13,     CH14,     CH15,     CH16,
       71,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       72,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       73,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       74,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       75,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       76,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       77,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       78,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       79,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       80,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       81,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       82,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
       83,    0.034,   -0.027,   -0.007,    0.000,   -0.009,   -0.020,    0.018,   -0.015,   -0.008,   -0.017,    0.018,   -0.001,    0.010,   -0.011,    0.029,   -0.034,
